/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-071d221-1,206,488,24
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-1,1497,4024,120
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-2,845,2380,99
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-3,1168,3256,90
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-4,2873,8769,195
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-5,895,2365,96
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-6,2673,7333,159
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-7,2120,6054,147
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-8,2028,6166,126
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-1e9bc83-9,2184,5905,165
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-2d4ec80-1,667,1384,87
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-327c8af-1,875,1787,69
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-3398ac2-2,739,1402,61
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-3398ac2-3,620,1332,78
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-3398ac2-4,1828,3955,153
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-3398ac2-5,745,1539,54
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-10,139,283,15
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-14,197,429,24
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-15,224,513,24
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-18,139,277,15
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-19,307,761,39
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-3,198,435,24
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-4,146,292,15
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-5,948,2509,78
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-6,400,1012,51
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-4c99b96-7,1974,5173,138
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-8ede045-1,834,2216,63
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-8ede045-7,2006,3696,132
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-8ede045-8,1237,2651,102
/home/coq/cdd/benchmarks/xmlprocessorbugs/xml-f053486-1,129,242,15
Subject,Query,Time,Token_remaining
