Benchmark,len(list_before_reduction),len(list_after_reduction),kendall_corr,kendall_p_value,spearman_corr,spearman_p_value
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,33,22,-0.2795530723408051,0.24874887686356062,-0.4160459499865047,0.1785568650799576
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,4,4,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,1,1.0,1.0,0.9999999999999999,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,17,14,-0.2620712091804796,0.41107977872331547,-0.34291382751370236,0.405662473506009
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,4,4,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,14,14,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,4,4,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,3,3,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,2,2,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
gcc-65383,1,1,nan,nan,nan,nan
clang-21467,167,131,-0.03446000222764777,0.7465088708676758,-0.04837146105056676,0.7308809526092632
clang-21467,1,1,nan,nan,nan,nan
clang-21467,9,2,0.9128709291752769,0.07095149242730564,0.9486832980505139,0.05131670194948612
clang-21467,1,1,nan,nan,nan,nan
clang-21467,17,14,-0.3208444739598739,0.31063545633740075,-0.32991443953692906,0.42483106847286833
clang-21467,1,1,nan,nan,nan,nan
clang-21467,23,17,0.027681826617913324,0.9202116773235596,0.046901764712096554,0.8976277836785521
clang-21467,7,5,0.0,1.0,0.0,1.0
clang-21467,1,1,nan,nan,nan,nan
clang-21467,10,6,-0.8366600265340756,0.05220363534131463,-0.8944271909999157,0.040519326353834054
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,9,3,-0.11952286093343936,0.7815112949987133,-0.22360679774997894,0.7176856442107861
clang-21467,11,6,-0.33333333333333337,1.0,-0.5,0.6666666666666667
clang-21467,1,1,nan,nan,nan,nan
clang-21467,10,9,0.31622776601683794,0.4795001221869535,0.35355339059327373,0.5594043441634877
clang-21467,1,1,nan,nan,nan,nan
clang-21467,49,1,0.34641016151377546,0.379775474840949,0.39279220242478635,0.4411128091213043
clang-21467,1,1,nan,nan,nan,nan
clang-21467,7,5,0.25819888974716115,0.4987350353661216,0.33806170189140666,0.5122252586995418
clang-21467,1,1,nan,nan,nan,nan
clang-21467,12,11,0.34641016151377546,0.379775474840949,0.39279220242478635,0.4411128091213043
clang-21467,1,1,nan,nan,nan,nan
clang-21467,6,1,0.5773502691896257,0.1432349075246697,0.6546536707079772,0.15830242337545783
clang-21467,1,1,nan,nan,nan,nan
clang-21467,6,3,0.0,1.0,0.0,1.0
clang-21467,3,3,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,3,1,1.0,1.0,0.9999999999999999,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,10,8,-1.0,0.3333333333333333,-1.0,0.0
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,3,3,nan,nan,nan,nan
clang-21467,3,3,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,6,3,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,3,3,nan,nan,nan,nan
clang-21467,5,3,nan,nan,nan,nan
clang-21467,5,3,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,4,3,nan,nan,nan,nan
clang-21467,4,3,nan,nan,nan,nan
clang-21467,4,4,nan,nan,nan,nan
clang-21467,4,3,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,3,3,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,-1.0,1.0,-0.9999999999999999,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,-1.0,1.0,-0.9999999999999999,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,3,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,3,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
clang-21467,2,1,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,2,2,nan,nan,nan,nan
clang-21467,1,1,nan,nan,nan,nan
